filename,preds
melspec_1372.npy,['Dog' 'Speech']
melspec_1644.npy,['Cat' 'Speech']
melspec_1241.npy,['Running_water' 'Speech']
melspec_1324.npy,['Cat' 'Speech']
melspec_204.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_283.npy,['Speech' 'Vacuum_cleaner']
melspec_484.npy,['Blender' 'Speech']
melspec_285.npy,['Dishes' 'Speech']
melspec_2446.npy,['Dog' 'Speech']
melspec_728.npy,['Speech']
melspec_2113.npy,['Dishes' 'Frying' 'Speech']
melspec_1679.npy,['Speech' 'Vacuum_cleaner']
melspec_1332.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_2228.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_349.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1981.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1355.npy,['Alarm_bell_ringing' 'Speech']
melspec_1632.npy,['Dishes' 'Frying' 'Speech']
melspec_1907.npy,['Speech' 'Vacuum_cleaner']
melspec_1961.npy,['Speech']
melspec_539.npy,['Alarm_bell_ringing' 'Speech']
melspec_656.npy,['Blender' 'Speech']
melspec_498.npy,['Cat' 'Speech']
melspec_2056.npy,['Blender' 'Speech']
melspec_1199.npy,['Alarm_bell_ringing' 'Speech']
melspec_2217.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1934.npy,['Cat' 'Speech']
melspec_264.npy,['Dishes' 'Speech']
melspec_740.npy,['Blender' 'Speech']
melspec_383.npy,['Dishes' 'Speech']
melspec_706.npy,['Vacuum_cleaner']
melspec_1991.npy,['Dog' 'Speech']
melspec_2415.npy,['Speech' 'Vacuum_cleaner']
melspec_1370.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_631.npy,['Speech' 'Vacuum_cleaner']
melspec_765.npy,['Speech' 'Vacuum_cleaner']
melspec_1730.npy,['Running_water' 'Speech']
melspec_2112.npy,['Speech']
melspec_752.npy,['Alarm_bell_ringing' 'Speech']
melspec_1593.npy,['Speech']
melspec_1937.npy,['Blender' 'Speech']
melspec_1787.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1166.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_2300.npy,['Running_water' 'Speech']
melspec_1653.npy,['Dishes' 'Frying' 'Speech']
melspec_1411.npy,['Running_water' 'Speech']
melspec_2171.npy,['Speech' 'Vacuum_cleaner']
melspec_1600.npy,['Cat' 'Speech']
melspec_2433.npy,['Speech' 'Vacuum_cleaner']
melspec_2499.npy,['Dishes' 'Frying' 'Speech']
melspec_1809.npy,['Alarm_bell_ringing' 'Speech']
melspec_732.npy,['Dishes' 'Frying' 'Speech']
melspec_2194.npy,['Dishes' 'Frying' 'Speech']
melspec_1292.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_790.npy,['Speech' 'Vacuum_cleaner']
melspec_1645.npy,['Running_water' 'Speech']
melspec_1487.npy,['Speech']
melspec_6.npy,['Blender' 'Speech']
melspec_1016.npy,['Alarm_bell_ringing' 'Speech']
melspec_538.npy,['Speech' 'Vacuum_cleaner']
melspec_2079.npy,['Dishes' 'Frying' 'Speech']
melspec_1932.npy,['Blender' 'Speech']
melspec_864.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_839.npy,['Speech']
melspec_499.npy,['Speech' 'Vacuum_cleaner']
melspec_195.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_2278.npy,['Blender']
melspec_943.npy,['Speech' 'Vacuum_cleaner']
melspec_2152.npy,['Dog' 'Speech']
melspec_206.npy,['Speech']
melspec_766.npy,['Running_water' 'Speech']
melspec_354.npy,['Speech' 'Vacuum_cleaner']
melspec_1979.npy,['Alarm_bell_ringing' 'Speech']
melspec_1186.npy,['Speech' 'Vacuum_cleaner']
melspec_1476.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_460.npy,['Dog' 'Speech']
melspec_1315.npy,['Dishes' 'Frying' 'Speech']
melspec_882.npy,['Dishes' 'Frying' 'Speech']
melspec_626.npy,['Speech']
melspec_1442.npy,['Alarm_bell_ringing' 'Speech']
melspec_247.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_450.npy,['Dishes' 'Frying' 'Speech']
melspec_1082.npy,['Blender' 'Speech']
melspec_865.npy,['Speech' 'Vacuum_cleaner']
melspec_1949.npy,['Speech']
melspec_2355.npy,['Blender' 'Speech']
melspec_453.npy,['Dog' 'Speech']
melspec_2109.npy,['Dishes' 'Speech']
melspec_382.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_2358.npy,['Cat' 'Speech']
melspec_2201.npy,['Dishes' 'Speech']
melspec_211.npy,['Dishes' 'Frying' 'Speech']
melspec_2011.npy,['Speech' 'Vacuum_cleaner']
melspec_1188.npy,['Speech']
melspec_746.npy,['Blender' 'Speech']
melspec_1244.npy,['Dishes' 'Frying' 'Speech']
melspec_1839.npy,['Running_water' 'Speech']
melspec_702.npy,['Dishes' 'Frying' 'Speech']
melspec_343.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1210.npy,['Alarm_bell_ringing' 'Speech']
melspec_1890.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_25.npy,['Alarm_bell_ringing' 'Speech']
melspec_66.npy,['Dishes' 'Frying' 'Speech']
melspec_1938.npy,['Speech']
melspec_1802.npy,['Running_water' 'Speech']
melspec_675.npy,['Running_water' 'Speech']
melspec_422.npy,['Speech']
melspec_1407.npy,['Speech']
melspec_1138.npy,['Dishes' 'Frying' 'Speech']
melspec_2475.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1973.npy,['Running_water' 'Speech' 'Vacuum_cleaner']
melspec_322.npy,['Speech']
melspec_988.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1070.npy,['Dishes' 'Frying' 'Speech']
melspec_1888.npy,['Dog' 'Speech']
melspec_717.npy,['Dishes' 'Frying' 'Speech']
melspec_1259.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1745.npy,['Dog' 'Speech']
melspec_592.npy,['Speech']
melspec_1947.npy,['Alarm_bell_ringing' 'Speech']
melspec_2182.npy,['Cat' 'Speech']
melspec_1891.npy,['Blender' 'Speech']
melspec_1910.npy,['Running_water' 'Speech']
melspec_1405.npy,['Blender' 'Speech']
melspec_1982.npy,['Dog' 'Speech']
melspec_2494.npy,['Speech' 'Vacuum_cleaner']
melspec_1696.npy,['Alarm_bell_ringing' 'Speech']
melspec_8.npy,['Cat' 'Speech']
melspec_1816.npy,['Dog' 'Speech']
melspec_629.npy,['Speech' 'Vacuum_cleaner']
melspec_935.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1008.npy,['Dog' 'Speech']
melspec_1475.npy,['Speech']
melspec_610.npy,['Running_water' 'Speech']
melspec_131.npy,['Speech']
melspec_1146.npy,['Running_water' 'Speech']
melspec_2370.npy,['Speech']
melspec_2436.npy,['Running_water' 'Speech']
melspec_245.npy,['Dishes' 'Frying' 'Speech']
melspec_1543.npy,['Speech' 'Vacuum_cleaner']
melspec_2209.npy,['Dishes' 'Frying' 'Speech']
melspec_1677.npy,['Frying' 'Speech']
melspec_2265.npy,['Dishes' 'Frying' 'Speech']
melspec_1113.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_416.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1580.npy,['Alarm_bell_ringing' 'Speech']
melspec_452.npy,['Alarm_bell_ringing' 'Speech']
melspec_231.npy,['Dog' 'Speech']
melspec_2010.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1181.npy,['Speech']
melspec_1555.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_873.npy,['Speech' 'Vacuum_cleaner']
melspec_78.npy,['Alarm_bell_ringing' 'Speech']
melspec_1903.npy,['Dishes' 'Frying' 'Speech']
melspec_687.npy,['Speech']
melspec_2240.npy,['Dishes' 'Speech']
melspec_1078.npy,['Running_water' 'Speech']
melspec_47.npy,['Blender' 'Speech']
melspec_2460.npy,['Running_water' 'Speech']
melspec_1197.npy,['Alarm_bell_ringing' 'Speech']
melspec_1491.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_964.npy,['Speech']
melspec_1041.npy,['Alarm_bell_ringing' 'Speech']
melspec_1913.npy,['Blender' 'Speech']
melspec_164.npy,['Speech']
melspec_1027.npy,['Speech']
melspec_1158.npy,['Running_water' 'Speech']
melspec_2374.npy,['Dishes' 'Speech']
melspec_1843.npy,['Speech']
melspec_1971.npy,['Speech']
melspec_99.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1987.npy,['Alarm_bell_ringing' 'Speech']
melspec_2398.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_165.npy,['Dog' 'Speech']
melspec_2178.npy,['Speech']
melspec_217.npy,['Dog' 'Speech']
melspec_1590.npy,['Speech' 'Vacuum_cleaner']
melspec_2481.npy,['Dishes' 'Running_water' 'Speech']
melspec_381.npy,['Alarm_bell_ringing' 'Speech']
melspec_1876.npy,['Speech' 'Vacuum_cleaner']
melspec_470.npy,['Speech' 'Vacuum_cleaner']
melspec_811.npy,['Alarm_bell_ringing' 'Speech']
melspec_1732.npy,['Speech' 'Vacuum_cleaner']
melspec_459.npy,['Speech']
melspec_1819.npy,['Dishes' 'Frying' 'Speech']
melspec_759.npy,['Blender' 'Speech']
melspec_1030.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_297.npy,['Dishes' 'Frying' 'Speech']
melspec_1088.npy,['Speech']
melspec_207.npy,['Speech']
melspec_2369.npy,['Blender' 'Speech']
melspec_35.npy,['Running_water' 'Speech']
melspec_820.npy,['Dog' 'Speech']
melspec_2214.npy,['Cat' 'Speech']
melspec_1736.npy,['Running_water' 'Speech']
melspec_1472.npy,['Blender' 'Dishes' 'Speech']
melspec_185.npy,['Dishes' 'Frying' 'Speech']
melspec_821.npy,['Alarm_bell_ringing' 'Speech']
melspec_1142.npy,['Cat' 'Speech']
melspec_1409.npy,['Dishes' 'Frying' 'Speech']
melspec_2361.npy,['Blender' 'Speech']
melspec_962.npy,['Running_water' 'Speech']
melspec_1868.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1630.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1168.npy,['Running_water' 'Speech']
melspec_1469.npy,['Alarm_bell_ringing' 'Speech']
melspec_291.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_540.npy,['Dog' 'Speech']
melspec_1357.npy,['Running_water' 'Speech']
melspec_1715.npy,['Speech']
melspec_619.npy,['Speech']
melspec_890.npy,['Blender' 'Running_water' 'Speech']
melspec_391.npy,['Alarm_bell_ringing' 'Speech']
melspec_917.npy,['Dishes' 'Frying' 'Speech']
melspec_1137.npy,['Speech' 'Vacuum_cleaner']
melspec_2142.npy,['Running_water' 'Speech']
melspec_444.npy,['Speech']
melspec_1278.npy,['Blender' 'Speech']
melspec_311.npy,['Blender' 'Speech']
melspec_2165.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_2416.npy,['Speech' 'Vacuum_cleaner']
melspec_1444.npy,['Dishes' 'Frying' 'Speech']
melspec_2163.npy,['Speech' 'Vacuum_cleaner']
melspec_2340.npy,['Dog' 'Speech']
melspec_1831.npy,['Speech' 'Vacuum_cleaner']
melspec_560.npy,['Cat' 'Speech']
melspec_1267.npy,['Dishes' 'Frying' 'Speech']
melspec_2380.npy,['Speech']
melspec_1621.npy,['Dishes' 'Frying' 'Speech']
melspec_2253.npy,['Speech']
melspec_2414.npy,['Dog' 'Speech']
melspec_628.npy,['Dishes' 'Speech']
melspec_1196.npy,['Speech']
melspec_202.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1482.npy,['Alarm_bell_ringing' 'Speech']
melspec_848.npy,['Speech']
melspec_1423.npy,['Dog' 'Speech']
melspec_2454.npy,['Dog' 'Speech']
melspec_2280.npy,['Speech']
melspec_403.npy,['Dishes' 'Frying' 'Speech']
melspec_1777.npy,['Dog' 'Speech']
melspec_1529.npy,['Speech']
melspec_1221.npy,['Speech' 'Vacuum_cleaner']
melspec_1009.npy,['Cat' 'Speech']
melspec_1248.npy,['Dog' 'Speech']
melspec_505.npy,['Dishes' 'Frying' 'Speech']
melspec_1669.npy,['Cat' 'Speech']
melspec_481.npy,['Dishes' 'Frying' 'Speech']
melspec_581.npy,['Running_water' 'Speech']
melspec_2231.npy,['Running_water' 'Speech']
melspec_1641.npy,['Electric_shaver_toothbrush' 'Running_water' 'Speech']
melspec_2258.npy,['Speech' 'Vacuum_cleaner']
melspec_666.npy,['Dishes' 'Frying' 'Speech']
melspec_1035.npy,['Dishes' 'Running_water' 'Speech']
melspec_2134.npy,['Dog' 'Speech']
melspec_1275.npy,['Electric_shaver_toothbrush' 'Frying' 'Speech']
melspec_1342.npy,['Speech']
melspec_1337.npy,['Cat' 'Speech']
melspec_114.npy,['Blender' 'Speech']
melspec_854.npy,['Running_water' 'Speech']
melspec_2024.npy,['Alarm_bell_ringing' 'Speech']
melspec_799.npy,['silence']
melspec_1013.npy,['Dishes' 'Frying' 'Speech']
melspec_1931.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_608.npy,['Speech']
melspec_2423.npy,['Cat' 'Speech']
melspec_1594.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_1713.npy,['Running_water']
melspec_1252.npy,['Cat' 'Speech']
melspec_1588.npy,['Speech' 'Vacuum_cleaner']
melspec_1426.npy,['Cat' 'Speech']
melspec_1893.npy,['Running_water' 'Speech']
melspec_1134.npy,['Electric_shaver_toothbrush' 'Speech']
melspec_718.npy,['Dishes' 'Frying' 'Speech']
melspec_2444.npy,['Dog' 'Speech']
melspec_762.npy,['Dishes' 'Frying' 'Speech']
